Başlık,Not,URL,Etiketler,Yorum
Süreya Kahvaltı,,https://www.google.com/maps/place/S%C3%BCreya+Kahvalt%C4%B1/data=!4m2!3m1!1s0x14cab7b2c86e72b3:0x3424d38b00db3ef4,,
Küçük Ev,,https://www.google.com/maps/place/K%C3%BC%C3%A7%C3%BCk+Ev/data=!4m2!3m1!1s0x14cab56498b653b3:0x97b7245f44ac853a,,
Balta Burger Beşiktaş,,https://www.google.com/maps/place/Balta+Burger+Be%C5%9Fikta%C5%9F/data=!4m2!3m1!1s0x14cab790145395b9:0x8d786c7e96d73bbc,,
Cajun Corner Beşiktaş,,https://www.google.com/maps/place/Cajun+Corner+Be%C5%9Fikta%C5%9F/data=!4m2!3m1!1s0x14cab768ddcb1037:0xc8095de7e8727e2,,
Blackwell Sushi Station,,https://www.google.com/maps/place/Blackwell+Sushi+Station/data=!4m2!3m1!1s0x14cab7a7cc8a1f73:0xee1de52e4737c186,,
Hocapaşa Pidecisi,,https://www.google.com/maps/place/Hocapa%C5%9Fa+Pidecisi/data=!4m2!3m1!1s0x14cab9eaacbc5e1d:0xa71e4caf8cbdb616,,
Gülümoğlu Kebap,,https://www.google.com/maps/place/G%C3%BCl%C3%BCmo%C4%9Flu+Kebap/data=!4m2!3m1!1s0x14cab820832f42d1:0x846a5561e2a218be,,
Soul Asian Street Food,,https://www.google.com/maps/place/Soul+Asian+Street+Food/data=!4m2!3m1!1s0x14cab78b39cad937:0x64561cb2b7a695ab,,
Limonlu Bahçe,,https://www.google.com/maps/place/Limonlu+Bah%C3%A7e/data=!4m2!3m1!1s0x14cab7602a08ecb5:0xd3c0d79ac5b63de0,,
Bento Noodles Bahariye,,https://www.google.com/maps/place/Bento+Noodles+Bahariye/data=!4m2!3m1!1s0x14cab96039088d5f:0x2b01748bb68080e9,,
Sotapi,,https://www.google.com/maps/place/Sotapi/data=!4m2!3m1!1s0x14cab9dc4a0810b7:0x2a0cfe73ad9fe1e0,,
