Başlık,Not,URL,Etiketler,Yorum
İBB İdealtepe 50. Yıl Korusu,,https://www.google.com/maps/place/%C4%B0BB+%C4%B0dealtepe+50.+Y%C4%B1l+Korusu/data=!4m2!3m1!1s0x14cac6942642c4f1:0x618877ebe4fdb76c,,
Otağtepe,,https://www.google.com/maps/place/Ota%C4%9Ftepe/data=!4m2!3m1!1s0x14caca3d3c8751e3:0xa5590df2a9f22abd,,
Polonezköy Tabiat Parkı,,https://www.google.com/maps/place/Polonezk%C3%B6y+Tabiat+Park%C4%B1/data=!4m2!3m1!1s0x409fd874d6ec4c53:0xd6714bc7a040d37c,,
Moda Sahil Parkı ve Yürüyüş Yolu,,https://www.google.com/maps/place/Moda+Sahil+Park%C4%B1+ve+Y%C3%BCr%C3%BCy%C3%BC%C5%9F+Yolu/data=!4m2!3m1!1s0x14cab88a6b1a7fc5:0x2a8426d49e0a222a,,
İBB Göztepe 60. Yıl Parkı,,https://www.google.com/maps/place/%C4%B0BB+G%C3%B6ztepe+60.+Y%C4%B1l+Park%C4%B1/data=!4m2!3m1!1s0x14cac7777e54394b:0xfa7fc7a49fa899b4,,
Fenerbahçe Parkı,,https://www.google.com/maps/place/Fenerbah%C3%A7e+Park%C4%B1/data=!4m2!3m1!1s0x14cab9ae372bae69:0x1bb8ae5f561f9621,,
Caddebostan Sahili,,https://www.google.com/maps/place/Caddebostan+Sahili/data=!4m2!3m1!1s0x14cac771e10840f3:0x301b9eeecb297cf9,,
Çamlıca Tepesi,,https://www.google.com/maps/place/%C3%87aml%C4%B1ca+Tepesi/data=!4m2!3m1!1s0x14cac9a54a01fc33:0xcf23399c76e05ec7,,
İBB Karaköy Sahil Parkı,,https://www.google.com/maps/place/%C4%B0BB+Karak%C3%B6y+Sahil+Park%C4%B1/data=!4m2!3m1!1s0x14cab96f70556175:0x9c654982c2345868,,
Gülhane Parkı,,https://www.google.com/maps/place/G%C3%BClhane+Park%C4%B1/data=!4m2!3m1!1s0x14cab9c735bcda2b:0x65e6a6edfa646cb,,
